ID,Event_Type,Location,Venue,Date,Start_Time,End_Time,Duration
550,Young People's Concerts for Schools,"Manhattan, NY",Avery Fisher Hall,28/01/14,00:00,02:40,160
115,Subscription Season,"Manhattan, NY",Avery Fisher Hall,28/02/12,19:30,22:10,160
217,Parks,"Manhattan, NY",Great Lawn,13/07/12,20:00,22:40,160
377,Subscription Season,"Manhattan, NY",Avery Fisher Hall,17/04/13,19:30,22:10,160
378,Subscription Season,"Manhattan, NY",Avery Fisher Hall,18/04/13,19:30,22:10,160
433,Subscription Season,"Manhattan, NY",Avery Fisher Hall,04/07/13,15:00,17:40,160
657,Festival,"Manhattan, NY",Avery Fisher Hall,26/06/14,19:30,22:10,160
680,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,17/09/14,19:30,22:10,160
686,Subscription Season,"Manhattan, NY",Avery Fisher Hall,30/09/14,19:30,22:10,160
687,Subscription Season,"Manhattan, NY",Avery Fisher Hall,01/10/14,19:30,22:10,160
725,Chamber,"Manhattan, NY",Merkin Concert Hall,23/11/14,15:00,17:40,160
881,Tour - Chamber,"Vail, CO",Donovan Pavilion,28/07/15,18:00,20:40,160
898,Tour,"Ann Arbor, MI",Hill Auditorium,09/10/15,20:00,22:40,160
102,Tour,"Paris, FRANCE",Salle Pleyel,07/02/12,20:00,22:41,161
198,Subscription Season,"Manhattan, NY",Avery Fisher Hall,16/06/12,20:00,22:41,161
266,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,10/11/12,14:00,16:41,161
324,Saturday Matinee,"Manhattan, NY",Avery Fisher Hall,02/02/13,14:00,16:41,161
348,Insight Series,"Manhattan, NY",New York Institute of Technology Broadway Auditorium,11/03/13,18:30,21:11,161
494,Subscription Season,"Manhattan, NY",Avery Fisher Hall,15/11/13,14:00,16:41,161
333,Chamber,"Manhattan, NY",Merkin Concert Hall,17/02/13,15:00,17:41,161
466,Subscription Season,"Manhattan, NY",Avery Fisher Hall,08/10/13,19:30,22:11,161
647,Festival,"Manhattan, NY",Avery Fisher Hall,11/06/14,19:30,22:11,161
664,Summertime Classics,"Manhattan, NY",Avery Fisher Hall,06/07/14,15:00,17:41,161
726,Subscription Season,"Manhattan, NY",Avery Fisher Hall,26/11/14,19:30,22:11,161
831,Tour,"Paris, FRANCE","Philharmonie de Paris, La",25/04/15,20:30,23:11,161
214,Runout,"Bethel, NY",Bethel Woods Center for the Arts,07/07/12,20:00,22:42,162
295,Subscription Season,"Manhattan, NY",Avery Fisher Hall,21/12/12,19:30,22:12,162
313,Subscription Season,"Manhattan, NY",Avery Fisher Hall,19/01/13,20:00,22:42,162
355,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,17/03/13,15:00,17:42,162
443,Tour,"Vail, CO",Gerald R. Ford Amphitheater,19/07/13,18:00,20:42,162
527,Subscription Season,"Manhattan, NY",Avery Fisher Hall,02/01/14,19:30,22:12,162
571,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,07/03/14,20:00,22:42,162
645,NY Phil Biennial,"Manhattan, NY",Avery Fisher Hall,07/06/14,20:00,22:42,162
677,Residency - Chamber,"Shanghai, CHINA",U.S. Consulate Shanghai,10/09/14,20:00,22:42,162
747,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,19/12/14,20:00,22:42,162
282,Chamber Concert (Private),"Manhattan, NY",Doubles Club at the Sherry Netherland Hotel,04/12/12,20:30,23:12,162
762,Chamber Concert (Private),"Manhattan, NY",The Stanley H. Kaplan Penthouse,20/01/15,19:00,21:42,162
50,Subscription Season,"Manhattan, NY",Avery Fisher Hall,22/11/11,19:30,22:13,163
88,Subscription Season,"Manhattan, NY",Avery Fisher Hall,21/01/12,20:00,22:43,163
190,Subscription Season,"Manhattan, NY",Avery Fisher Hall,07/06/12,19:30,22:13,163
327,Subscription Season,"Manhattan, NY",Avery Fisher Hall,08/02/13,20:00,22:43,163
370,Chamber Concert (Private),"Manhattan, NY",The Stanley H. Kaplan Penthouse,09/04/13,19:00,21:43,163
448,Tour,"Vail, CO",Gerald R. Ford Amphitheater,26/07/13,18:00,20:43,163
478,Subscription Season,"Manhattan, NY",Avery Fisher Hall,25/10/13,20:00,22:43,163
622,St. John the Divine,"Manhattan, NY",The Cathedral Church of Saint John the Divine,26/05/14,20:00,22:43,163
743,Subscription Season,"Manhattan, NY",Avery Fisher Hall,17/12/14,19:30,22:13,163
754,Subscription Season,"Manhattan, NY",Avery Fisher Hall,08/01/15,19:30,22:13,163
825,Tour,"London, ENGLAND",Barbican Centre,19/04/15,19:30,22:13,163
826,Tour - Young People's Concert,"London, ENGLAND",Barbican Centre,19/04/15,16:00,18:43,163
838,Subscription Season,"Manhattan, NY",Avery Fisher Hall,08/05/15,20:00,22:43,163
36,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,02/11/11,19:30,22:14,164
112,Tour,"London, ENGLAND",Barbican Centre,18/02/12,19:30,22:14,164
147,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/04/12,20:00,22:44,164
196,Subscription Season,"Manhattan, NY",Avery Fisher Hall,14/06/12,19:30,22:14,164
540,Subscription Season,"Manhattan, NY",Avery Fisher Hall,16/01/14,19:30,22:14,164
643,NY Phil Biennial,"Manhattan, NY",Avery Fisher Hall,06/06/14,20:00,22:44,164
694,Saturday Matinee,"Manhattan, NY",Avery Fisher Hall,11/10/14,14:00,16:44,164
710,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,06/11/14,19:30,22:14,164
835,Tour,"Cologne, GERMANY",K_lner Philharmonie,30/04/15,20:00,22:44,164
882,Tour,"Vail, CO",Gerald R. Ford Amphitheater,29/07/15,18:00,20:44,164
974,Subscription Season,"Manhattan, NY",David Geffen Hall,29/01/16,20:00,22:44,164
1000,Subscription Season,"Manhattan, NY",David Geffen Hall,04/03/16,20:00,22:44,164
492,Special,"Manhattan, NY",4 World Trade Center,12/11/13,18:30,21:15,165
689,Subscription Season,"Manhattan, NY",Avery Fisher Hall,03/10/14,14:00,16:45,165
1005,Subscription Season,"Manhattan, NY",David Geffen Hall,11/03/16,20:00,22:45,165
967,Young People's Concerts for Schools,"Manhattan, NY",David Geffen Hall,21/01/16,00:00,02:45,165
22,Chamber Concert (Private),"Manhattan, NY",St. Thomas More Church,12/10/11,19:00,21:45,165
126,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/03/12,19:30,22:15,165
227,Tour,"Vail, CO",Gerald R. Ford Amphitheater,27/07/12,18:00,20:45,165
284,Subscription Season,"Manhattan, NY",Avery Fisher Hall,06/12/12,19:30,22:15,165
314,Chamber,"Manhattan, NY",Merkin Concert Hall,20/01/13,15:00,17:45,165
705,Subscription Season,"Manhattan, NY",Avery Fisher Hall,30/10/14,19:30,22:15,165
742,Subscription Season,"Manhattan, NY",Avery Fisher Hall,16/12/14,19:30,22:15,165
784,Chamber Concert (Private),"Manhattan, NY",Johnson Residence (Home of Ann and Charles Johnson),15/02/15,19:30,22:15,165
901,Subscription Season,"Manhattan, NY",David Geffen Hall,14/10/15,19:30,22:15,165
920,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,08/11/15,15:00,17:45,165
1003,Contact!,"Brooklyn, NY",National Sawdust,07/03/16,19:30,22:15,165
194,Contact!,"Manhattan, NY",Symphony Space,09/06/12,20:00,22:46,166
319,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,26/01/13,14:00,16:46,166
415,Subscription Season,"Manhattan, NY",Avery Fisher Hall,11/06/13,19:30,22:16,166
890,Non-Subscription,"Manhattan, NY",David Geffen Hall,24/09/15,19:30,22:16,166
916,Subscription Season,"Manhattan, NY",David Geffen Hall,07/11/15,20:00,22:46,166
552,Young People's Concerts for Schools,"Manhattan, NY",Avery Fisher Hall,29/01/14,00:00,02:46,166
42,Subscription Season,"Manhattan, NY",Avery Fisher Hall,12/11/11,20:00,22:47,167
83,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/01/12,20:00,22:47,167
163,Special,"Manhattan, NY",Carnegie Hall,02/05/12,20:00,22:47,167
175,Subscription Season,"Manhattan, NY",Avery Fisher Hall,19/05/12,20:00,22:47,167
475,Subscription Season,"Manhattan, NY",Avery Fisher Hall,19/10/13,20:00,22:47,167
567,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,28/02/14,20:00,22:47,167
586,Subscription Season,"Manhattan, NY",Avery Fisher Hall,28/03/14,20:00,22:47,167
663,Summertime Classics,"Manhattan, NY",Avery Fisher Hall,05/07/14,20:00,22:47,167
675,Tour,"Vail, CO",Gerald R. Ford Amphitheater,25/07/14,18:00,20:47,167
933,Subscription Season,"Manhattan, NY",David Geffen Hall,24/11/15,19:30,22:17,167
21,Chamber,"Manhattan, NY",Avery Fisher Hall,11/10/11,19:30,22:18,168
77,Rush Hour,"Manhattan, NY",Avery Fisher Hall,04/01/12,18:45,21:33,168
233,Subscription Season,"Manhattan, NY",Avery Fisher Hall,28/09/12,14:00,16:48,168
351,Subscription Season,"Manhattan, NY",Avery Fisher Hall,14/03/13,19:30,22:18,168
580,Subscription Season,"Manhattan, NY",Avery Fisher Hall,21/03/14,20:00,22:48,168
623,NY Phil Biennial,"Manhattan, NY",Gerald W. Lynch Theater,28/05/14,19:30,22:18,168
625,NY Phil Biennial,"Manhattan, NY",Gerald W. Lynch Theater,31/05/14,20:00,22:48,168
713,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,08/11/14,20:00,22:48,168
719,Subscription Season,"Manhattan, NY",Avery Fisher Hall,18/11/14,19:30,22:18,168
803,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/03/15,19:30,22:18,168
866,Chamber Concert (Private),"Manhattan, NY",Upper Story,16/06/15,19:30,22:18,168
990,Subscription Season,"Manhattan, NY",David Geffen Hall,20/02/16,20:00,22:48,168
184,St. John the Divine,"Manhattan, NY",The Cathedral Church of Saint John the Divine,28/05/12,20:00,22:49,169
342,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,02/03/13,14:00,16:49,169
636,NY Phil Biennial,"Manhattan, NY",Rose Theater,01/06/14,17:00,19:49,169
1001,Subscription Season,"Manhattan, NY",David Geffen Hall,05/03/16,20:00,22:49,169
1012,Young People's Concert,"Manhattan, NY",David Geffen Hall,19/03/16,14:00,16:49,169
72,Subscription Season,"Manhattan, NY",Avery Fisher Hall,17/12/11,19:30,22:19,169
209,Summertime Classics,"Manhattan, NY",Avery Fisher Hall,03/07/12,19:30,22:19,169
262,Subscription Season,"Manhattan, NY",Avery Fisher Hall,08/11/12,19:30,22:19,169
688,Subscription Season,"Manhattan, NY",Avery Fisher Hall,02/10/14,19:30,22:19,169
860,Contact!,"Manhattan, NY",Metropolitan Museum of Art,05/06/15,19:00,21:49,169
918,Contact!,"Manhattan, NY",Metropolitan Museum of Art,07/11/15,19:00,21:49,169
26,Subscription Season,"Manhattan, NY",Avery Fisher Hall,18/10/11,19:30,22:20,170
47,Subscription Season,"Manhattan, NY",Avery Fisher Hall,18/11/11,20:00,22:50,170
68,Subscription Season,"Manhattan, NY",Avery Fisher Hall,15/12/11,19:30,22:20,170
81,Runout,"Greenvale, NY",Tilles Center for the Performing Arts (Main),06/01/12,20:00,22:50,170
122,Subscription Season,"Manhattan, NY",Avery Fisher Hall,03/03/12,20:00,22:50,170
149,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,14/04/12,14:00,16:50,170
345,Subscription Season,"Manhattan, NY",Avery Fisher Hall,07/03/13,19:30,22:20,170
437,Parks,"Brooklyn, NY",Prospect Park,10/07/13,20:00,22:50,170
603,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,27/04/14,15:00,17:50,170
668,Parks,"Manhattan, NY",Great Lawn,11/07/14,20:00,22:50,170
695,Subscription Season,"Manhattan, NY",Avery Fisher Hall,16/10/14,19:30,22:20,170
741,Special,"Manhattan, NY",Avery Fisher Hall,14/12/14,15:00,17:50,170
823,Tour,"London, ENGLAND",Barbican Centre,17/04/15,19:30,22:20,170
833,Tour,"Frankfurt, GERMANY",Alte Oper,28/04/15,20:00,22:50,170
978,None,"Manhattan, NY",David Geffen Hall,04/02/16,10:00,12:50,170
188,Chamber Concert (Private),"Manhattan, NY",St. Regis Hotel,05/06/12,19:45,22:35,170
885,Reading Rehearsal,"Santa Barbara, CA",Santa Barbara Bowl,02/08/15,19:00,21:50,170
8,Subscription Season,"Manhattan, NY",Avery Fisher Hall,22/09/11,19:30,22:21,171
99,Tour,"Luxembourg, LUXEMBOURG",Philharmonie Luxembourg (Jos¸phine-Charlotte),03/02/12,20:00,22:51,171
278,Subscription Season,"Manhattan, NY",Avery Fisher Hall,01/12/12,20:00,22:51,171
288,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/12/12,19:30,22:21,171
365,Subscription Season,"Manhattan, NY",Avery Fisher Hall,04/04/13,19:30,22:21,171
419,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/06/13,19:30,22:21,171
430,Subscription Season,"Manhattan, NY",Avery Fisher Hall,28/06/13,20:00,22:51,171
577,Subscription Season,"Manhattan, NY",Avery Fisher Hall,15/03/14,20:00,22:51,171
712,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,08/11/14,14:00,16:51,171
812,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,22/03/15,15:00,17:51,171
814,Subscription Season,"Manhattan, NY",Avery Fisher Hall,26/03/15,19:30,22:21,171
821,Subscription Season,"Manhattan, NY",Avery Fisher Hall,11/04/15,20:00,22:51,171
887,Subscription Season,"Manhattan, NY",Avery Fisher Hall,18/09/15,19:30,22:21,171
897,Special,"Manhattan, NY",Carnegie Hall,07/10/15,19:00,21:51,171
38,Tour,"Montreal, CANADA",L'Addresse Symphonique,04/11/11,20:00,22:52,172
229,Subscription Season,"Manhattan, NY",Avery Fisher Hall,20/09/12,19:30,22:22,172
321,Subscription Season,"Manhattan, NY",Avery Fisher Hall,31/01/13,19:30,22:22,172
387,Tour,"Izmir, TURKEY",Ahmed Adnan Saygun Arts Centre,02/05/13,20:30,23:22,172
445,Tour,"Vail, CO",Gerald R. Ford Amphitheater,21/07/13,18:00,20:52,172
455,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,18/09/13,19:30,22:22,172
500,Subscription Season,"Manhattan, NY",Avery Fisher Hall,21/11/13,19:30,22:22,172
501,Subscription Season,"Manhattan, NY",Avery Fisher Hall,22/11/13,20:00,22:52,172
505,Subscription Season,"Manhattan, NY",Avery Fisher Hall,30/11/13,20:00,22:52,172
512,Subscription Season,"Manhattan, NY",Avery Fisher Hall,07/12/13,20:00,22:52,172
666,Parks,"Brooklyn, NY",Prospect Park,09/07/14,20:00,22:52,172
34,Subscription Season,"Manhattan, NY",Avery Fisher Hall,28/10/11,20:00,22:53,173
96,Subscription Season,"Manhattan, NY",Avery Fisher Hall,27/01/12,20:00,22:53,173
263,Subscription Season,"Manhattan, NY",Avery Fisher Hall,10/11/12,20:00,22:53,173
360,Subscription Season,"Manhattan, NY",Avery Fisher Hall,23/03/13,20:00,22:53,173
495,Subscription Season,"Manhattan, NY",Avery Fisher Hall,16/11/13,20:00,22:53,173
650,Festival,"Manhattan, NY",Avery Fisher Hall,14/06/14,20:00,22:53,173
748,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,20/12/14,14:00,16:53,173
867,Parks,"Manhattan, NY",Great Lawn,17/06/15,20:00,22:53,173
903,Non-Subscription,"Manhattan, NY",David Geffen Hall,16/10/15,20:00,22:53,173
180,Young People's Concerts for Schools,"Manhattan, NY",Avery Fisher Hall,24/05/12,00:00,02:53,173
776,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,08/02/15,00:30,03:23,173
70,Contact!,"Manhattan, NY",Metropolitan Museum of Art,16/12/11,19:00,21:53,173
205,Subscription Season,"Manhattan, NY",Avery Fisher Hall,26/06/12,19:30,22:23,173
293,Subscription Season,"Manhattan, NY",Avery Fisher Hall,19/12/12,19:30,22:23,173
363,Soloist Recital,"Manhattan, NY",Holy Trinity Lutheran Church,01/04/13,19:30,22:23,173
384,Subscription Season,"Manhattan, NY",Avery Fisher Hall,25/04/13,19:30,22:23,173
411,Special,"Manhattan, NY",Avery Fisher Hall,04/06/13,19:30,22:23,173
447,Tour,"Vail, CO",Gerald R. Ford Amphitheater,25/07/13,18:00,20:53,173
471,Subscription Season,"Manhattan, NY",Avery Fisher Hall,15/10/13,19:30,22:23,173
660,Summertime Classics,"Manhattan, NY",Avery Fisher Hall,02/07/14,19:30,22:23,173
876,Tour,"Shanghai, CHINA",Shanghai Symphony Hall,10/07/15,19:30,22:23,173
269,Subscription Season,"Manhattan, NY",Avery Fisher Hall,17/11/12,20:00,22:54,174
306,Subscription Season,"Manhattan, NY",Avery Fisher Hall,09/01/13,19:30,22:24,174
429,Subscription Season,"Manhattan, NY",Avery Fisher Hall,27/06/13,19:30,22:24,174
438,Parks,"Queens, NY",Cunningham Park,11/07/13,20:00,22:54,174
457,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,21/09/13,20:00,22:54,174
467,Subscription Season,"Manhattan, NY",Avery Fisher Hall,09/10/13,19:30,22:24,174
523,Subscription Season,"Manhattan, NY",Avery Fisher Hall,21/12/13,19:30,22:24,174
565,Tour,"Taipei, TAIWAN",National Concert Hall,18/02/14,19:30,22:24,174
607,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,03/05/14,19:30,22:24,174
682,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,20/09/14,20:00,22:54,174
731,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,30/11/14,15:00,17:54,174
772,Subscription Season,"Manhattan, NY",Avery Fisher Hall,05/02/15,19:30,22:24,174
780,Subscription Season,"Manhattan, NY",Avery Fisher Hall,11/02/15,19:30,22:24,174
859,Subscription Season,"Manhattan, NY",Avery Fisher Hall,06/06/15,20:00,22:54,174
127,Runout,"Newark, NJ",Prudential Hall,09/03/12,20:00,22:55,175
238,Subscription Season,"Manhattan, NY",Avery Fisher Hall,05/10/12,20:00,22:55,175
328,Subscription Season,"Manhattan, NY",Avery Fisher Hall,09/02/13,20:00,22:55,175
724,Subscription Season,"Manhattan, NY",Avery Fisher Hall,22/11/14,20:00,22:55,175
739,Subscription Season,"Manhattan, NY",Avery Fisher Hall,12/12/14,20:00,22:55,175
849,Subscription Season,"Manhattan, NY",Avery Fisher Hall,23/05/15,20:00,22:55,175
925,Subscription Season,"Manhattan, NY",David Geffen Hall,13/11/15,20:00,22:55,175
951,Subscription Season,"Manhattan, NY",David Geffen Hall,30/12/15,19:30,22:25,175
975,Subscription Season,"Manhattan, NY",David Geffen Hall,30/01/16,20:00,22:55,175
153,Chamber Concert (Private),"Manhattan, NY",The Stanley H. Kaplan Penthouse,18/04/12,19:00,21:55,175
87,Subscription Season,"Manhattan, NY",Avery Fisher Hall,20/01/12,20:00,22:56,176
145,Chamber Concert (Private),"Manhattan, NY",The Stanley H. Kaplan Penthouse,10/04/12,19:00,21:56,176
173,Tour,"San Diego, CA",Copley Symphony Hall,15/05/12,20:00,22:56,176
210,Summertime Classics,"Manhattan, NY",Avery Fisher Hall,05/07/12,19:30,22:26,176
222,Tour,"Vail, CO",Gerald R. Ford Amphitheater,20/07/12,18:00,20:56,176
374,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,13/04/13,14:00,16:56,176
436,Summertime Classics,"Manhattan, NY",Avery Fisher Hall,07/07/13,15:00,17:56,176
449,Tour - Chamber,"Mexico City, MEXICO",Museo Rufino Tamayo,02/09/13,14:00,16:56,176
596,Chamber,"Manhattan, NY",Merkin Concert Hall,13/04/14,15:00,17:56,176
598,Subscription Season,"Manhattan, NY",Avery Fisher Hall,24/04/14,19:30,22:26,176
702,Subscription Season,"Manhattan, NY",Avery Fisher Hall,25/10/14,20:00,22:56,176
795,Young People's Concerts for Schools,"Manhattan, NY",Avery Fisher Hall,04/03/15,00:00,02:56,176
957,Subscription Season,"Manhattan, NY",David Geffen Hall,12/01/16,19:30,22:26,176
485,Subscription Season,"Manhattan, NY",Avery Fisher Hall,02/11/13,20:00,22:57,177
774,Subscription Season,"Manhattan, NY",Avery Fisher Hall,07/02/15,20:00,22:57,177
787,Subscription Season,"Manhattan, NY",Avery Fisher Hall,20/02/15,20:00,22:57,177
162,Chamber Concert (Private),"Manhattan, NY",The Stanley H. Kaplan Penthouse,30/04/12,19:00,21:57,177
202,Subscription Season,"Manhattan, NY",Avery Fisher Hall,21/06/12,19:30,22:27,177
215,Summertime Classics,"Manhattan, NY",Avery Fisher Hall,09/07/12,19:30,22:27,177
286,Subscription Season,"Manhattan, NY",Avery Fisher Hall,11/12/12,19:30,22:27,177
737,Chamber,"Manhattan, NY","Theresa L. Kaufmann Concert Hall, 92nd St. YMHA",07/12/14,15:00,17:57,177
7,Subscription Season,"Manhattan, NY",Avery Fisher Hall,21/09/11,19:30,22:28,178
247,Chamber,"Manhattan, NY",Merkin Concert Hall,14/10/12,15:00,17:58,178
468,Chamber,"Manhattan, NY",The Empire Hotel,07/10/13,15:00,17:58,178
524,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,20/12/13,19:30,22:28,178
529,Subscription Season,"Manhattan, NY",Avery Fisher Hall,07/01/14,19:30,22:28,178
615,Subscription Season,"Manhattan, NY",Avery Fisher Hall,17/05/14,20:00,22:58,178
621,Chamber,"Manhattan, NY",Merkin Concert Hall,25/05/14,15:00,17:58,178
716,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/11/14,19:30,22:28,178
852,Subscription Season,"Manhattan, NY",Avery Fisher Hall,28/05/15,19:30,22:28,178
945,Subscription Season,"Manhattan, NY",David Geffen Hall,17/12/15,19:30,22:28,178
953,New Year's Eve,"Manhattan, NY",David Geffen Hall,31/12/15,19:30,22:28,178
995,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,28/02/16,00:15,03:14,179
33,Subscription Season,"Manhattan, NY",Avery Fisher Hall,27/10/11,19:30,22:29,179
65,Chamber,"Manhattan, NY",Avery Fisher Hall,11/12/11,15:00,17:59,179
132,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,17/03/12,14:00,16:59,179
270,Chamber,"Manhattan, NY",Merkin Concert Hall,18/11/12,15:00,17:59,179
341,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,01/03/13,20:00,22:59,179
367,Subscription Season,"Manhattan, NY",Avery Fisher Hall,06/04/13,20:00,22:59,179
379,Subscription Season,"Manhattan, NY",Avery Fisher Hall,19/04/13,20:00,22:59,179
517,Subscription Season,"Manhattan, NY",Avery Fisher Hall,14/12/13,20:00,22:59,179
518,Chamber,"Manhattan, NY",Avery Fisher Hall,15/12/13,15:00,17:59,179
620,Chamber,"Manhattan, NY","Theresa L. Kaufmann Concert Hall, 92nd St. YMHA",23/05/14,20:00,22:59,179
746,Subscription Season,"Manhattan, NY",Avery Fisher Hall,20/12/14,19:30,22:29,179
785,Chamber,"Manhattan, NY",Merkin Concert Hall,15/02/15,15:00,17:59,179
970,Off the Grid,"Manhattan, NY",Baita at Eataly,26/01/16,20:00,22:59,179
988,Subscription Season,"Manhattan, NY",David Geffen Hall,18/02/16,19:30,22:29,179
100,Tour,"Luxembourg, LUXEMBOURG",Philharmonie Luxembourg (Jos¸phine-Charlotte),04/02/12,20:00,23:00,180
110,Tour,"London, ENGLAND",Barbican Centre,17/02/12,19:30,22:30,180
143,Subscription Season,"Manhattan, NY",Avery Fisher Hall,30/03/12,20:00,23:00,180
418,Chamber Concert (Private),"Manhattan, NY",Hull Room,12/06/13,19:30,22:30,180
446,Tour,"Vail, CO",Gerald R. Ford Amphitheater,24/07/13,18:00,21:00,180
609,Subscription Season,"Manhattan, NY",Avery Fisher Hall,08/05/14,19:30,22:30,180
638,Contact!,"Manhattan, NY",SubCulture,03/06/14,19:30,22:30,180
672,Tour,"Vail, CO",Gerald R. Ford Amphitheater,20/07/14,18:00,21:00,180
779,Contact!,"Manhattan, NY",SubCulture,09/02/15,19:30,22:30,180
790,Pension Fund Benefit Concert,"Manhattan, NY",Avery Fisher Hall,24/02/15,19:30,22:30,180
811,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,22/03/15,00:30,03:30,180
817,Chamber,"Manhattan, NY",Alice Tully Hall,30/03/15,19:30,22:30,180
954,Subscription Season,"Manhattan, NY",David Geffen Hall,07/01/16,19:30,22:30,180
962,Subscription Season,"Manhattan, NY",David Geffen Hall,16/01/16,20:00,23:00,180
980,Subscription Season,"Manhattan, NY",David Geffen Hall,05/02/16,20:00,23:00,180
268,Subscription Season,"Manhattan, NY",Avery Fisher Hall,16/11/12,20:00,23:01,181
301,Subscription Season,"Manhattan, NY",Avery Fisher Hall,04/01/13,20:00,23:01,181
343,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,02/03/13,20:00,23:01,181
948,Non-Subscription,"Manhattan, NY",David Geffen Hall,18/12/15,20:00,23:01,181
354,Very Young People's Concert,"Manhattan, NY",Merkin Concert Hall,17/03/13,00:30,03:31,181
708,Chamber Concert (Private),"Manhattan, NY",The Stanley H. Kaplan Penthouse,03/11/14,19:00,22:01,181
757,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/01/15,19:30,22:31,181
805,Chamber,"Manhattan, NY",Merkin Concert Hall,15/03/15,15:00,18:01,181
204,Subscription Season,"Manhattan, NY",Avery Fisher Hall,23/06/12,20:00,23:02,182
347,Subscription Season,"Manhattan, NY",Avery Fisher Hall,09/03/13,20:00,23:02,182
547,Subscription Season,"Manhattan, NY",Avery Fisher Hall,25/01/14,20:00,23:02,182
243,Subscription Season,"Manhattan, NY",Avery Fisher Hall,10/10/12,19:30,22:32,182
292,Subscription Season,"Manhattan, NY",Avery Fisher Hall,18/12/12,19:30,22:32,182
486,Subscription Season,"Manhattan, NY",Avery Fisher Hall,05/11/13,19:30,22:32,182
801,Chamber Concert (Private),"Manhattan, NY",Takahashi Residence (Home of Motomu and Megumi Takahashi),10/03/15,19:30,22:32,182
855,Chamber Concert (Private),"Manhattan, NY",St. Regis Hotel,02/06/15,19:00,22:02,182
905,Subscription Season,"Manhattan, NY",David Geffen Hall,22/10/15,19:30,22:32,182
939,Subscription Season,"Manhattan, NY",David Geffen Hall,10/12/15,19:30,22:32,182
976,Contact!,"Brooklyn, NY",National Sawdust,01/02/16,19:30,22:32,182
64,Subscription Season,"Manhattan, NY",Avery Fisher Hall,10/12/11,20:00,23:03,183
69,Subscription Season,"Manhattan, NY",Avery Fisher Hall,16/12/11,14:00,17:03,183
116,Runout,"Philadelphia, PA",Verizon Hall at Kimmel Center,24/02/12,20:00,23:03,183
237,Subscription Season,"Manhattan, NY",Avery Fisher Hall,04/10/12,19:30,22:33,183
246,Subscription Season,"Manhattan, NY",Avery Fisher Hall,13/10/12,20:00,23:03,183
260,Subscription Season,"Manhattan, NY",Avery Fisher Hall,03/11/12,20:00,23:03,183
393,Tour,"Dortmund, GERMANY",Konzerthaus,09/05/13,18:00,21:03,183
477,Subscription Season,"Manhattan, NY",Avery Fisher Hall,24/10/13,19:30,22:33,183
546,Subscription Season,"Manhattan, NY",Avery Fisher Hall,24/01/14,14:00,17:03,183
685,Subscription Season,"Manhattan, NY",Avery Fisher Hall,27/09/14,20:00,23:03,183
802,Subscription Season,"Manhattan, NY",Avery Fisher Hall,12/03/15,19:30,22:33,183
912,Saturday Matinee,"Manhattan, NY",David Geffen Hall,31/10/15,14:00,17:03,183
934,Subscription Season,"Manhattan, NY",David Geffen Hall,27/11/15,20:00,23:03,183
1007,Chamber,"Manhattan, NY",Temple of Dendur at the Metropolitan Museum of Art,13/03/16,14:00,17:03,183
368,Contact!,"Manhattan, NY",Metropolitan Museum of Art,05/04/13,19:00,22:03,183
43,Subscription Season,"Manhattan, NY",Avery Fisher Hall,15/11/11,19:30,22:34,184
