Date,Day,Year,Tourn,Rnd,Team_1,Team_2,Team_1_Score,Team_2_Score,Team_1_Tries,Team_2_Tries,Team_1_Points,Team_2_Points,Venue,Neut.
31 Jan 1976,Sat,1976,TO,,USA,AUS,12,24,0,3,0,4,Los Angeles,N
07 Feb 1976,Sat,1976,5N,,WAL,SCO,28,6,3,1,4,0,Cardiff Arms Park,N
07 Feb 1976,Sat,1976,5N,,FRA,IRE,26,3,4,0,5,0,"Parc des Princes, Paris",N
21 Feb 1976,Sat,1976,5N CA,,SCO,ENG,22,12,3,1,4,0,"Murrayfield, Edinburgh",N
21 Feb 1976,Sat,1976,5N,,IRE,WAL,9,34,0,4,0,5,"Lansdowne Rd, Dublin",N
06 Mar 1976,Sat,1976,5N,,WAL,FRA,19,13,1,2,4,1,Cardiff Arms Park,N
06 Mar 1976,Sat,1976,5N,,ENG,IRE,12,13,0,1,1,4,"Twickenham, London",N
20 Mar 1976,Sat,1976,5N,,IRE,SCO,6,15,0,0,0,4,"Lansdowne Rd, Dublin",N
20 Mar 1976,Sat,1976,5N,,FRA,ENG,30,9,6,1,5,0,"Parc des Princes, Paris",N
05 Jun 1976,Sat,1976,ST,,NZL,IRE,11,3,2,0,4,0,"Athletic Park, Wellington",N
12 Jun 1976,Sat,1976,TO,,AUS,FIJ,22,6,4,1,5,0,"Cricket Ground, Sydney",N
12 Jun 1976,Sat,1976,TO,,USA,FRA,14,33,2,3,0,4,Chicago,N
19 Jun 1976,Sat,1976,TO,,AUS,FIJ,21,9,2,0,4,0,"Ballymore, Brisbane",N
26 Jun 1976,Sat,1976,TO,,AUS,FIJ,27,17,3,3,4,0,"Cricket Ground, Sydney",N
24 Jul 1976,Sat,1976,TO,1,SAF,NZL,16,7,2,1,4,0,"Kings Park Stadium, Durban",N
14 Aug 1976,Sat,1976,TO,2,SAF,NZL,9,15,0,1,1,4,"Vodacom Park, Bloemfontein",N
04 Sep 1976,Sat,1976,TO,3,SAF,NZL,15,10,1,1,4,1,"Newlands, Cape Town",N
18 Sep 1976,Sat,1976,TO,4,SAF,NZL,15,14,1,2,4,1,"Ellis Park, Johannesburg",N
21 Oct 1976,Thu,1976,AI,,ITA,JAP,25,3,5,0,5,0,Padua,N
24 Oct 1976,Sun,1976,TO,,FRA,AUS,18,15,3,0,4,1,"Stade Municipal, Bordeaux",N
30 Oct 1976,Sat,1976,TO,,FRA,AUS,34,6,6,0,5,0,"Parc des Princes, Paris",N
14 Nov 1976,Sun,1976,,,ROM,FRA,15,12,3,1,4,1,Bucharest,N
15 Jan 1977,Sat,1977,5N CA,,ENG,SCO,26,6,4,0,5,0,"Twickenham, London",N
15 Jan 1977,Sat,1977,5N,,WAL,IRE,25,9,3,0,4,0,Cardiff Arms Park,N
05 Feb 1977,Sat,1977,5N,,IRE,ENG,0,4,0,1,1,4,"Lansdowne Rd, Dublin",N
05 Feb 1977,Sat,1977,5N,,FRA,WAL,16,9,2,0,4,0,"Parc des Princes, Paris",N
19 Feb 1977,Sat,1977,5N,,SCO,IRE,21,18,3,1,4,1,"Murrayfield, Edinburgh",N
19 Feb 1977,Sat,1977,5N,,ENG,FRA,3,4,0,1,1,4,"Twickenham, London",N
05 Mar 1977,Sat,1977,5N,,WAL,ENG,14,9,2,0,4,1,Cardiff Arms Park,N
05 Mar 1977,Sat,1977,5N,,FRA,SCO,23,3,4,0,5,0,"Parc des Princes, Paris",N
19 Mar 1977,Sat,1977,5N,,IRE,FRA,6,15,0,1,0,4,"Lansdowne Rd, Dublin",N
19 Mar 1977,Sat,1977,5N,,SCO,WAL,9,18,1,2,0,4,"Murrayfield, Edinburgh",N
18 Jun 1977,Sat,1977,LT,1,NZL,LIO,16,12,3,0,4,1,"Athletic Park, Wellington",N
25 Jun 1977,Sat,1977,ST,,ARG,FRA,3,26,0,2,0,4,"FC Oeste, Buenos Aires",N
02 Jul 1977,Sat,1977,ST,,ARG,FRA,18,18,0,0,2,2,"FC Oeste, Buenos Aires",N
09 Jul 1977,Sat,1977,LT,2,NZL,LIO,9,13,0,1,1,4,"Lancaster Park, Christchurch",N
30 Jul 1977,Sat,1977,LT,3,NZL,LIO,19,7,2,1,4,0,"Carisbrook, Dunedin",N
13 Aug 1977,Sat,1977,LT,4,NZL,LIO,10,9,1,1,4,1,"Eden Park, Auckland",N
27 Aug 1977,Sat,1977,,,SAF,WOR,45,24,6,4,5,1,"Loftus Versfeld, Pretoria",N
11 Nov 1977,Fri,1977,AI,,FRA,NZL,18,13,1,1,4,1,Stade Toulouse,N
19 Nov 1977,Sat,1977,AI,,FRA,NZL,3,15,0,1,0,4,"Parc des Princes, Paris",N
10 Dec 1977,Sat,1977,AI,,FRA,ROM,9,6,0,0,4,1,Clermont Ferrand,N
21 Jan 1978,Sat,1978,5N,,IRE,SCO,12,9,1,0,4,1,"Lansdowne Rd, Dublin",N
21 Jan 1978,Sat,1978,5N,,FRA,ENG,15,6,2,0,4,0,"Parc des Princes, Paris",N
04 Feb 1978,Sat,1978,5N,,SCO,FRA,16,19,2,2,1,4,"Murrayfield, Edinburgh",N
04 Feb 1978,Sat,1978,5N,,ENG,WAL,6,9,0,0,1,4,"Twickenham, London",N
18 Feb 1978,Sat,1978,5N,,WAL,SCO,22,14,4,2,5,0,Cardiff Arms Park,N
18 Feb 1978,Sat,1978,5N,,FRA,IRE,10,9,1,0,4,1,"Parc des Princes, Paris",N
04 Mar 1978,Sat,1978,5N CA,,SCO,ENG,0,15,0,2,0,4,"Murrayfield, Edinburgh",N
04 Mar 1978,Sat,1978,5N,,IRE,WAL,16,20,1,2,1,4,"Lansdowne Rd, Dublin",N
18 Mar 1978,Sat,1978,5N,,WAL,FRA,16,7,2,1,4,0,Cardiff Arms Park,N
18 Mar 1978,Sat,1978,5N,,ENG,IRE,15,9,2,0,4,1,"Twickenham, London",N
11 Jun 1978,Sun,1978,ST,,AUS,WAL,18,8,1,2,4,0,"Ballymore, Brisbane",N
17 Jun 1978,Sat,1978,ST,,AUS,WAL,19,17,1,2,4,1,"Cricket Ground, Sydney",N
19 Aug 1978,Sat,1978,BC,n ,NZL,AUS,13,12,1,1,4,1,"Athletic Park, Wellington",N
26 Aug 1978,Sat,1978,BC,n ,NZL,AUS,22,6,3,0,4,0,"Lancaster Park, Christchurch",N
09 Sep 1978,Sat,1978,BC,n ,NZL,AUS,16,30,2,5,0,5,"Eden Park, Auckland",N
24 Oct 1978,Tue,1978,AI,,ITA,ARG,19,6,2,0,4,0,Rovigo,N
04 Nov 1978,Sat,1978,AI GS,1,IRE,NZL,6,10,0,1,1,4,"Lansdowne Rd, Dublin",N
11 Nov 1978,Sat,1978,AI GS,2,WAL,NZL,12,13,0,1,1,4,Cardiff Arms Park,N
25 Nov 1978,Sat,1978,AI GS,3,ENG,NZL,6,16,0,2,0,4,"Twickenham, London",N
03 Dec 1978,Sun,1978,,,ROM,FRA,6,9,0,0,1,4,Bucharest,N
09 Dec 1978,Sat,1978,AI GS,4,SCO,NZL,9,18,1,2,0,4,"Murrayfield, Edinburgh",N
20 Jan 1979,Sat,1979,5N,,IRE,FRA,9,9,0,1,2,2,"Lansdowne Rd, Dublin",N
20 Jan 1979,Sat,1979,5N,,SCO,WAL,13,19,1,2,1,4,"Murrayfield, Edinburgh",N
03 Feb 1979,Sat,1979,5N CA,,ENG,SCO,7,7,1,1,2,2,"Twickenham, London",N
03 Feb 1979,Sat,1979,5N,,WAL,IRE,24,21,2,2,4,1,Cardiff Arms Park,N
17 Feb 1979,Sat,1979,5N,,IRE,ENG,12,7,1,1,4,1,"Lansdowne Rd, Dublin",N
17 Feb 1979,Sat,1979,5N,,FRA,WAL,14,13,2,1,4,1,"Parc des Princes, Paris",N
03 Mar 1979,Sat,1979,5N,,SCO,IRE,11,11,2,2,2,2,"Murrayfield, Edinburgh",N
03 Mar 1979,Sat,1979,5N,,ENG,FRA,7,6,1,1,4,1,"Twickenham, London",N
17 Mar 1979,Sat,1979,5N,,WAL,ENG,27,3,5,0,5,0,Cardiff Arms Park,N
17 Mar 1979,Sat,1979,5N,,FRA,SCO,21,17,3,3,4,1,"Parc des Princes, Paris",N
03 Jun 1979,Sun,1979,ST,,AUS,IRE,12,27,1,2,0,4,"Ballymore, Brisbane",N
16 Jun 1979,Sat,1979,ST,,AUS,IRE,3,9,0,0,1,4,"Cricket Ground, Sydney",N
07 Jul 1979,Sat,1979,ST,,NZL,FRA,23,9,3,1,4,0,"Lancaster Park, Christchurch",N
14 Jul 1979,Sat,1979,ST,,NZL,FRA,19,24,2,4,1,5,"Eden Park, Auckland",N
28 Jul 1979,Sat,1979,BC,a ,AUS,NZL,12,6,0,0,4,1,"Cricket Ground, Sydney",N
27 Oct 1979,Sat,1979,TO,,ARG,AUS,24,13,2,1,4,0,"FC Oeste, Buenos Aires",N
03 Nov 1979,Sat,1979,TO,,ARG,AUS,12,17,1,3,1,4,"FC Oeste, Buenos Aires",N
10 Nov 1979,Sat,1979,AI,,SCO,NZL,6,20,0,4,0,5,"Murrayfield, Edinburgh",N
24 Nov 1979,Sat,1979,AI,,ENG,NZL,9,10,0,1,1,4,"Twickenham, London",N
02 Dec 1979,Sun,1979,AI,,FRA,ROM,30,12,3,0,4,0,"Stade de Sapiac, Montauban",N
19 Jan 1980,Sat,1980,5N,,WAL,FRA,18,9,4,1,5,0,Cardiff Arms Park,N
19 Jan 1980,Sat,1980,5N,,ENG,IRE,24,9,3,0,4,0,"Twickenham, London",N
02 Feb 1980,Sat,1980,5N,,IRE,SCO,22,15,2,2,4,0,"Lansdowne Rd, Dublin",N
02 Feb 1980,Sat,1980,5N,,FRA,ENG,13,17,2,2,1,4,"Parc des Princes, Paris",N
16 Feb 1980,Sat,1980,5N,,SCO,FRA,22,14,3,2,4,0,"Murrayfield, Edinburgh",N
16 Feb 1980,Sat,1980,5N,,ENG,WAL,9,8,0,2,4,1,"Twickenham, London",N
01 Mar 1980,Sat,1980,5N,,WAL,SCO,17,6,3,1,4,0,Cardiff Arms Park,N
01 Mar 1980,Sat,1980,5N,,FRA,IRE,19,18,2,1,4,1,"Parc des Princes, Paris",N
15 Mar 1980,Sat,1980,5N CA,,SCO,ENG,18,30,2,5,0,5,"Murrayfield, Edinburgh",N
15 Mar 1980,Sat,1980,5N,,IRE,WAL,21,7,3,1,4,0,"Lansdowne Rd, Dublin",N
26 Apr 1980,Sat,1980,TO,1,SAF,JAG,24,9,3,1,4,0,"Wanderers, Johannesburg",N
03 May 1980,Sat,1980,TO,2,SAF,JAG,18,9,1,0,4,0,"Kings Park Stadium, Durban",N
24 May 1980,Sat,1980,TO,,FIJ,AUS,9,22,0,2,0,4,"National Stadium, Suva",N
31 May 1980,Sat,1980,LT,1,SAF,LIO,26,22,5,1,5,1,"Newlands, Cape Town",N
14 Jun 1980,Sat,1980,LT,2,SAF,LIO,26,19,4,2,5,0,"Vodacom Park, Bloemfontein",N
21 Jun 1980,Sat,1980,BC,a ,AUS,NZL,13,9,2,0,4,1,"Cricket Ground, Sydney",N
28 Jun 1980,Sat,1980,LT,3,SAF,LIO,12,10,1,1,4,1,"Boet Erasmus, Pt Elizabeth",N
28 Jun 1980,Sat,1980,BC,a ,AUS,NZL,9,12,1,1,1,4,"Ballymore, Brisbane",N
12 Jul 1980,Sat,1980,LT,4,SAF,LIO,13,17,1,3,1,4,"Loftus Versfeld, Pretoria",N
12 Jul 1980,Sat,1980,BC,a ,AUS,NZL,26,10,4,1,5,0,"Cricket Ground, Sydney",N
18 Oct 1980,Sat,1980,TO,1,JAG,SAF,13,22,2,3,0,4,Montevideo,N
25 Oct 1980,Sat,1980,TO,2,JAG,SAF,16,30,2,6,0,5,Santiago,N
01 Nov 1980,Sat,1980,TO,,ARG,FIJ,34,22,6,4,5,1,"FC Oeste, Buenos Aires",N
01 Nov 1980,Sat,1980,AI,,WAL,NZL,3,23,0,4,0,5,Cardiff Arms Park,N
08 Nov 1980,Sat,1980,TO,,ARG,FIJ,38,16,6,2,5,0,"FC Oeste, Buenos Aires",N
08 Nov 1980,Sat,1980,TO,,SAF,FRA,37,15,5,1,5,0,"Loftus Versfeld, Pretoria",N
23 Nov 1980,Sun,1980,,,ROM,FRA,15,0,1,0,4,0,Bucharest,N
17 Jan 1981,Sat,1981,5N,,WAL,ENG,21,19,1,1,4,1,Cardiff Arms Park,N
17 Jan 1981,Sat,1981,5N,,FRA,SCO,16,9,2,1,4,0,"Parc des Princes, Paris",N
07 Feb 1981,Sat,1981,5N,,IRE,FRA,13,19,1,1,1,4,"Lansdowne Rd, Dublin",N
07 Feb 1981,Sat,1981,5N,,SCO,WAL,15,6,2,0,4,0,"Murrayfield, Edinburgh",N
21 Feb 1981,Sat,1981,5N CA,,ENG,SCO,23,17,3,3,4,1,"Twickenham, London",N
21 Feb 1981,Sat,1981,5N,,WAL,IRE,9,8,0,2,4,1,Cardiff Arms Park,N
07 Mar 1981,Sat,1981,5N,,IRE,ENG,6,10,0,2,1,4,"Lansdowne Rd, Dublin",N
07 Mar 1981,Sat,1981,5N,,FRA,WAL,19,15,1,1,4,1,"Parc des Princes, Paris",N
21 Mar 1981,Sat,1981,5N,,SCO,IRE,10,9,1,1,4,1,"Murrayfield, Edinburgh",N
21 Mar 1981,Sat,1981,5N,,ENG,FRA,12,16,0,2,1,4,"Twickenham, London",N
30 May 1981,Sat,1981,ST,,ARG,ENG,19,19,2,3,2,2,"FC Oeste, Buenos Aires",N
30 May 1981,Sat,1981,ST,,SAF,IRE,23,15,3,2,4,0,"Newlands, Cape Town",N
06 Jun 1981,Sat,1981,ST,,ARG,ENG,6,12,1,1,1,4,"FC Oeste, Buenos Aires",N
06 Jun 1981,Sat,1981,ST,,SAF,IRE,12,10,0,1,4,1,"Kings Park Stadium, Durban",N
13 Jun 1981,Sat,1981,ST,1,NZL,SCO,11,4,2,1,4,0,"Carisbrook, Dunedin",N
20 Jun 1981,Sat,1981,ST,2,NZL,SCO,40,15,7,1,5,0,"Eden Park, Auckland",N
05 Jul 1981,Sun,1981,ST,,AUS,FRA,17,15,3,1,4,1,"Ballymore, Brisbane",N
11 Jul 1981,Sat,1981,ST,,AUS,FRA,24,14,2,2,4,0,"Cricket Ground, Sydney",N
15 Aug 1981,Sat,1981,TO,1,NZL,SAF,14,9,3,1,4,1,"Lancaster Park, Christchurch",N
29 Aug 1981,Sat,1981,TO,2,NZL,SAF,12,24,0,1,0,4,"Athletic Park, Wellington",N
12 Sep 1981,Sat,1981,TO,3,NZL,SAF,25,22,2,3,4,1,"Eden Park, Auckland",N
20 Sep 1981,Sun,1981,,,USA,SAF,7,38,1,8,0,5,"Glenville, New York",N
26 Sep 1981,Sat,1981,,,SCO,ROM,12,6,0,0,4,1,"Murrayfield, Edinburgh",N
24 Oct 1981,Sat,1981,AI,,ROM,NZL,6,14,0,2,0,4,Bucharest,N
01 Nov 1981,Sun,1981,AI,,FRA,ROM,17,9,2,0,4,0,"De L'Egassiairal, Narbonne",N
14 Nov 1981,Sat,1981,AI,,FRA,NZL,9,13,0,1,1,4,Stade Toulouse,N
21 Nov 1981,Sat,1981,AI,,IRE,AUS,12,16,0,1,1,4,"Lansdowne Rd, Dublin",N
21 Nov 1981,Sat,1981,AI,,FRA,NZL,6,18,0,2,0,4,"Parc des Princes, Paris",N
05 Dec 1981,Sat,1981,AI,,WAL,AUS,18,13,1,2,4,1,Cardiff Arms Park,N
19 Dec 1981,Sat,1981,AI,,SCO,AUS,24,15,2,2,4,0,"Murrayfield, Edinburgh",N
02 Jan 1982,Sat,1982,AI,,ENG,AUS,15,11,1,2,4,1,"Twickenham, London",N
16 Jan 1982,Sat,1982,5N CA,,SCO,ENG,9,9,0,0,2,2,"Murrayfield, Edinburgh",N
23 Jan 1982,Sat,1982,5N,,IRE,WAL,20,12,3,1,4,0,"Lansdowne Rd, Dublin",N
06 Feb 1982,Sat,1982,5N,,WAL,FRA,22,12,1,1,4,0,Cardiff Arms Park,N
06 Feb 1982,Sat,1982,5N,,ENG,IRE,15,16,1,2,1,4,"Twickenham, London",N
20 Feb 1982,Sat,1982,5N,,IRE,SCO,21,12,0,1,4,0,"Lansdowne Rd, Dublin",N
20 Feb 1982,Sat,1982,5N,,FRA,ENG,15,27,1,2,0,4,"Parc des Princes, Paris",N
06 Mar 1982,Sat,1982,5N,,SCO,FRA,16,7,1,1,4,0,"Murrayfield, Edinburgh",N
06 Mar 1982,Sat,1982,5N,,ENG,WAL,17,7,2,1,4,0,"Twickenham, London",N
20 Mar 1982,Sat,1982,5N,,WAL,SCO,18,34,1,5,0,5,Cardiff Arms Park,N
20 Mar 1982,Sat,1982,5N,,FRA,IRE,22,9,2,0,4,0,"Parc des Princes, Paris",N
27 Mar 1982,Sat,1982,TO,1,SAF,JAG,50,18,8,1,5,0,"Loftus Versfeld, Pretoria",N
03 Apr 1982,Sat,1982,TO,2,SAF,JAG,12,21,1,1,0,4,"Vodacom Park, Bloemfontein",N
04 Jul 1982,Sun,1982,ST,1,AUS,SCO,7,12,1,1,1,4,"Ballymore, Brisbane",N
10 Jul 1982,Sat,1982,ST,2,AUS,SCO,33,9,3,0,4,0,"Cricket Ground, Sydney",N
14 Aug 1982,Sat,1982,BC,a ,NZL,AUS,23,16,4,2,5,0,"Lancaster Park, Christchurch",N
28 Aug 1982,Sat,1982,BC,a ,NZL,AUS,16,19,2,2,1,4,"Athletic Park, Wellington",N
11 Sep 1982,Sat,1982,BC,n ,NZL,AUS,33,18,2,1,4,0,"Eden Park, Auckland",N
31 Oct 1982,Sun,1982,,,ROM,FRA,13,9,1,1,4,1,Bucharest,N
14 Nov 1982,Sun,1982,AI,,FRA,ARG,25,12,4,1,5,0,Stade Toulouse,N
20 Nov 1982,Sat,1982,AI,,FRA,ARG,13,6,2,0,4,0,"Parc des Princes, Paris",N
15 Jan 1983,Sat,1983,5N,,SCO,IRE,13,15,1,1,1,4,"Murrayfield, Edinburgh",N
15 Jan 1983,Sat,1983,5N,,ENG,FRA,15,19,0,3,1,4,"Twickenham, London",N
05 Feb 1983,Sat,1983,5N,,WAL,ENG,13,13,1,1,2,2,Cardiff Arms Park,N
05 Feb 1983,Sat,1983,5N,,FRA,SCO,19,15,2,1,4,1,"Parc des Princes, Paris",N
19 Feb 1983,Sat,1983,5N,,IRE,FRA,22,16,2,2,4,1,"Lansdowne Rd, Dublin",N
19 Feb 1983,Sat,1983,5N,,SCO,WAL,15,19,1,2,1,4,"Murrayfield, Edinburgh",N
05 Mar 1983,Sat,1983,5N CA,,ENG,SCO,12,22,0,2,0,4,"Twickenham, London",N
05 Mar 1983,Sat,1983,5N,,WAL,IRE,23,9,3,0,4,0,Cardiff Arms Park,N
19 Mar 1983,Sat,1983,5N,,IRE,ENG,25,15,2,0,4,0,"Lansdowne Rd, Dublin",N
19 Mar 1983,Sat,1983,5N,,FRA,WAL,16,9,1,1,4,0,"Parc des Princes, Paris",N
04 Jun 1983,Sat,1983,LT,1,NZL,LIO,16,12,1,0,4,1,"Lancaster Park, Christchurch",N
18 Jun 1983,Sat,1983,LT,2,NZL,LIO,9,0,1,0,4,0,"Athletic Park, Wellington",N
02 Jul 1983,Sat,1983,LT,3,NZL,LIO,15,8,1,2,4,0,"Carisbrook, Dunedin",N
09 Jul 1983,Sat,1983,ST,,AUS,USA,49,3,9,0,5,0,"Cricket Ground, Sydney",N
16 Jul 1983,Sat,1983,LT,4,NZL,LIO,38,6,6,0,5,0,"Eden Park, Auckland",N
31 Jul 1983,Sun,1983,TO,,AUS,ARG,3,18,0,2,0,4,"Ballymore, Brisbane",N
07 Aug 1983,Sun,1983,TO,,AUS,ARG,29,13,5,1,5,0,"Cricket Ground, Sydney",N
20 Aug 1983,Sat,1983,BC,n ,AUS,NZL,8,18,2,1,0,4,"Cricket Ground, Sydney",N
22 Oct 1983,Sat,1983,AI,,ITA,AUS,7,29,1,5,0,5,Rovigo,N
12 Nov 1983,Sat,1983,AI,,SCO,NZL,25,25,1,3,2,2,"Murrayfield, Edinburgh",N
12 Nov 1983,Sat,1983,AI,,ROM,WAL,24,6,4,0,5,0,Bucharest,N
13 Nov 1983,Sun,1983,AI,,FRA,AUS,15,15,0,1,2,2,Clermont Ferrand,N
19 Nov 1983,Sat,1983,AI,,ENG,NZL,15,9,1,1,4,1,"Twickenham, London",N
19 Nov 1983,Sat,1983,AI,,FRA,AUS,15,6,1,0,4,0,"Parc des Princes, Paris",N
04 Dec 1983,Sun,1983,AI,,FRA,ROM,26,15,4,1,5,0,"Ernest Wallon, Toulouse",N
21 Jan 1984,Sat,1984,5N,,WAL,SCO,9,15,1,2,1,4,Cardiff Arms Park,N
21 Jan 1984,Sat,1984,5N,,FRA,IRE,25,12,2,0,4,0,"Parc des Princes, Paris",N
04 Feb 1984,Sat,1984,5N CA,,SCO,ENG,18,6,2,0,4,0,"Murrayfield, Edinburgh",N
04 Feb 1984,Sat,1984,5N,,IRE,WAL,9,18,0,1,0,4,"Lansdowne Rd, Dublin",N
18 Feb 1984,Sat,1984,5N,,WAL,FRA,16,21,2,1,1,4,Cardiff Arms Park,N
18 Feb 1984,Sat,1984,5N,,ENG,IRE,12,9,0,0,4,1,"Twickenham, London",N
03 Mar 1984,Sat,1984,5N,,IRE,SCO,9,32,1,5,0,5,"Lansdowne Rd, Dublin",N
03 Mar 1984,Sat,1984,5N,,FRA,ENG,32,18,5,2,5,0,"Parc des Princes, Paris",N
17 Mar 1984,Sat,1984,5N,,SCO,FRA,21,12,1,1,4,0,"Murrayfield, Edinburgh",N
17 Mar 1984,Sat,1984,5N,,ENG,WAL,15,24,0,1,0,4,"Twickenham, London",N
12 May 1984,Sat,1984,,,ROM,SCO,28,22,3,2,4,1,Bucharest,N
02 Jun 1984,Sat,1984,ST,,SAF,ENG,33,15,3,0,4,0,"Boet Erasmus, Pt Elizabeth",N
09 Jun 1984,Sat,1984,TO,,FIJ,AUS,3,16,0,1,0,4,"National Stadium, Suva",N
09 Jun 1984,Sat,1984,ST,,SAF,ENG,35,9,6,0,5,0,"Ellis Park, Johannesburg",N
16 Jun 1984,Sat,1984,ST,,NZL,FRA,10,9,1,1,4,1,"Lancaster Park, Christchurch",N
23 Jun 1984,Sat,1984,ST,,NZL,FRA,31,18,3,3,4,0,"Eden Park, Auckland",N
21 Jul 1984,Sat,1984,BC,n ,AUS,NZL,16,9,2,0,4,0,"Cricket Ground, Sydney",N
04 Aug 1984,Sat,1984,BC,n ,AUS,NZL,15,19,1,1,1,4,"Ballymore, Brisbane",N
18 Aug 1984,Sat,1984,BC,n ,AUS,NZL,24,25,1,2,1,4,"Cricket Ground, Sydney",N
20 Oct 1984,Sat,1984,TO,1,SAF,JAG,32,15,5,2,5,0,"Loftus Versfeld, Pretoria",N
27 Oct 1984,Sat,1984,TO,2,SAF,JAG,22,13,4,1,5,0,"Newlands, Cape Town",N
03 Nov 1984,Sat,1984,AI GS,1,ENG,AUS,3,19,0,3,0,4,"Twickenham, London",N
10 Nov 1984,Sat,1984,AI GS,2,IRE,AUS,9,16,0,1,0,4,"Lansdowne Rd, Dublin",N
10 Nov 1984,Sat,1984,,,ROM,FRA,3,18,0,2,0,4,Bucharest,N
24 Nov 1984,Sat,1984,AI GS,3,WAL,AUS,9,28,1,4,0,5,Cardiff Arms Park,N
08 Dec 1984,Sat,1984,AI GS,4,SCO,AUS,12,37,0,4,0,5,"Murrayfield, Edinburgh",N
05 Jan 1985,Sat,1985,,,ENG,ROM,22,15,1,0,4,0,"Twickenham, London",N
02 Feb 1985,Sat,1985,5N,,SCO,IRE,15,18,0,2,1,4,"Murrayfield, Edinburgh",N
02 Feb 1985,Sat,1985,5N,,ENG,FRA,9,9,0,0,2,2,"Twickenham, London",N
16 Feb 1985,Sat,1985,5N,,FRA,SCO,11,3,2,0,4,0,"Parc des Princes, Paris",N
17 Feb 1985,Sun,1985,,,ITA,FRA,9,22,0,3,0,4,Treviso,N
02 Mar 1985,Sat,1985,5N,,IRE,FRA,15,15,0,2,2,2,"Lansdowne Rd, Dublin",N
02 Mar 1985,Sat,1985,5N,,SCO,WAL,21,25,2,2,1,4,"Murrayfield, Edinburgh",N
16 Mar 1985,Sat,1985,5N CA,,ENG,SCO,10,7,1,1,4,1,"Twickenham, London",N
16 Mar 1985,Sat,1985,5N,,WAL,IRE,9,21,1,2,0,4,Cardiff Arms Park,N
30 Mar 1985,Sat,1985,5N,,IRE,ENG,13,10,1,1,4,1,"Lansdowne Rd, Dublin",N
30 Mar 1985,Sat,1985,5N,,FRA,WAL,14,3,2,0,4,0,"Parc des Princes, Paris",N
20 Apr 1985,Sat,1985,5N,,WAL,ENG,24,15,2,1,4,0,Cardiff Arms Park,N
01 Jun 1985,Sat,1985,ST,1,NZL,ENG,18,13,0,2,4,1,"Lancaster Park, Christchurch",N
08 Jun 1985,Sat,1985,ST,2,NZL,ENG,42,15,6,2,5,0,"Athletic Park, Wellington",N
15 Jun 1985,Sat,1985,ST,,AUS,CAN,59,3,9,0,5,0,"Cricket Ground, Sydney",N
22 Jun 1985,Sat,1985,ST,,ARG,FRA,24,16,2,2,4,0,"FC Oeste, Buenos Aires",N
23 Jun 1985,Sun,1985,ST,,AUS,CAN,43,15,7,1,5,0,"Ballymore, Brisbane",N
29 Jun 1985,Sat,1985,ST,,ARG,FRA,15,23,1,4,0,5,"FC Oeste, Buenos Aires",N
29 Jun 1985,Sat,1985,BC,n ,NZL,AUS,10,9,1,1,4,1,"Eden Park, Auckland",N
10 Aug 1985,Sat,1985,TO,,AUS,FIJ,52,28,7,4,5,1,"Ballymore, Brisbane",N
17 Aug 1985,Sat,1985,TO,,AUS,FIJ,31,9,5,0,5,0,"Cricket Ground, Sydney",N
26 Oct 1985,Sat,1985,TO,,ARG,NZL,20,33,2,4,0,5,"FC Oeste, Buenos Aires",N
02 Nov 1985,Sat,1985,TO,,ARG,NZL,21,21,0,4,3,2,"FC Oeste, Buenos Aires",N
09 Nov 1985,Sat,1985,AI,,WAL,FIJ,40,3,7,0,5,0,Cardiff Arms Park,N
18 Jan 1986,Sat,1986,5N,,SCO,FRA,18,17,0,2,4,1,"Murrayfield, Edinburgh",N
18 Jan 1986,Sat,1986,5N,,ENG,WAL,21,18,0,1,4,1,"Twickenham, London",N
01 Feb 1986,Sat,1986,5N,,WAL,SCO,22,15,1,3,4,0,Cardiff Arms Park,N
01 Feb 1986,Sat,1986,5N,,FRA,IRE,29,9,3,0,4,0,"Parc des Princes, Paris",N
15 Feb 1986,Sat,1986,5N CA,,SCO,ENG,33,6,3,0,4,0,"Murrayfield, Edinburgh",N
15 Feb 1986,Sat,1986,5N,,IRE,WAL,12,19,1,2,0,4,"Lansdowne Rd, Dublin",N
01 Mar 1986,Sat,1986,5N,,WAL,FRA,15,23,0,4,0,5,Cardiff Arms Park,N
01 Mar 1986,Sat,1986,5N,,ENG,IRE,25,20,4,3,4,1,"Twickenham, London",N
15 Mar 1986,Sat,1986,5N,,IRE,SCO,9,10,1,1,1,4,"Lansdowne Rd, Dublin",N
15 Mar 1986,Sat,1986,5N,,FRA,ENG,29,10,3,1,4,0,"Parc des Princes, Paris",N
29 Mar 1986,Sat,1986,,,ROM,SCO,18,33,0,3,0,4,Bucharest,N
12 Apr 1986,Sat,1986,,,FRA,ROM,25,13,5,2,5,0,Lille,N
10 May 1986,Sat,1986,TO,1,SAF,CAV,21,15,1,1,4,1,"Newlands, Cape Town",N
17 May 1986,Sat,1986,TO,2,SAF,CAV,18,19,1,2,1,4,"Kings Park Stadium, Durban",N
24 May 1986,Sat,1986,TO,3,SAF,CAV,33,18,4,1,5,0,"Loftus Versfeld, Pretoria",N
31 May 1986,Sat,1986,ST,,ARG,FRA,15,13,1,1,4,1,"Velez Sarsfield, Buenos Aires",N
