13-Feb-11,Sun,2011,6N,2,IRE,FRA,22,25,3,1,1,4,"Lansdowne Rd, Dublin",N
26-Feb-11,Sat,2011,6N,3,ITA,WAL,16,24,2,2,0,4,"Stadio Flaminio, Rome",N
26-Feb-11,Sat,2011,6N,3,ENG,FRA,17,9,1,0,4,0,"Twickenham, London",N
27-Feb-11,Sun,2011,6N,3,SCO,IRE,18,21,0,3,1,4,"Murrayfield, Edinburgh",N
12-Mar-11,Sat,2011,6N,4,ITA,FRA,22,21,1,2,4,1,"Stadio Flaminio, Rome",N
12-Mar-11,Sat,2011,6N,4,WAL,IRE,19,13,1,1,4,1,"Millennium Stadium, Cardiff",N
13-Mar-11,Sun,2011,6N,4,ENG,SCO,22,16,1,1,4,1,"Twickenham, London",N
19-Mar-11,Sat,2011,6N,5,SCO,ITA,21,8,2,1,4,0,"Murrayfield, Edinburgh",N
19-Mar-11,Sat,2011,6N,5,IRE,ENG,24,8,2,1,4,0,"Lansdowne Rd, Dublin",N
19-Mar-11,Sat,2011,6N,5,FRA,WAL,28,9,3,0,4,0,"Stade de France, Paris",N
04-Feb-12,Sat,2012,6N,1,FRA,ITA,30,12,4,0,5,0,"Stade de France, Paris",N
04-Feb-12,Sat,2012,6N,1,SCO,ENG,6,13,0,1,1,4,"Murrayfield, Edinburgh",N
05-Feb-12,Sun,2012,6N,1,IRE,WAL,21,23,2,3,1,4,"Lansdowne Rd, Dublin",N
11-Feb-12,Sat,2012,6N,2,ITA,ENG,15,19,2,1,1,4,"Olympic Stadium, Rome",N
12-Feb-12,Sun,2012,6N,2,WAL,SCO,27,13,3,1,4,0,"Millennium Stadium, Cardiff",N
25-Feb-12,Sat,2012,6N,3,IRE,ITA,42,10,5,1,5,0,"Lansdowne Rd, Dublin",N
25-Feb-12,Sat,2012,6N,3,ENG,WAL,12,19,0,1,1,4,"Twickenham, London",N
26-Feb-12,Sun,2012,6N,3,SCO,FRA,17,23,2,2,1,4,"Murrayfield, Edinburgh",N
04-Mar-12,Sun,2012,6N,2,FRA,IRE,17,17,1,2,2,2,"Stade de France, Paris",N
10-Mar-12,Sat,2012,6N,4,WAL,ITA,24,3,2,0,4,0,"Millennium Stadium, Cardiff",N
10-Mar-12,Sat,2012,6N,4,IRE,SCO,32,14,4,1,5,0,"Lansdowne Rd, Dublin",N
11-Mar-12,Sun,2012,6N,4,FRA,ENG,22,24,1,3,1,4,"Stade de France, Paris",N
17-Mar-12,Sat,2012,6N,5,ITA,SCO,13,6,1,0,4,1,"Olympic Stadium, Rome",N
17-Mar-12,Sat,2012,6N,5,WAL,FRA,16,9,1,0,4,1,"Millennium Stadium, Cardiff",N
17-Mar-12,Sat,2012,6N,5,ENG,IRE,30,9,2,0,4,0,"Twickenham, London",N
02-Feb-13,Sat,2013,6N,1,WAL,IRE,22,30,3,3,0,4,"Millennium Stadium, Cardiff",N
02-Feb-13,Sat,2013,6N,1,ENG,SCO,38,18,4,2,5,0,"Twickenham, London",N
03-Feb-13,Sun,2013,6N,1,ITA,FRA,23,18,2,2,4,1,"Olympic Stadium, Rome",N
09-Feb-13,Sat,2013,6N,2,SCO,ITA,34,10,4,1,5,0,"Murrayfield, Edinburgh",N
09-Feb-13,Sat,2013,6N,2,FRA,WAL,6,16,0,1,0,4,"Stade de France, Paris",N
10-Feb-13,Sun,2013,6N,2,IRE,ENG,6,12,0,0,1,4,"Lansdowne Rd, Dublin",N
23-Feb-13,Sat,2013,6N,3,ITA,WAL,9,26,0,2,0,4,"Olympic Stadium, Rome",N
23-Feb-13,Sat,2013,6N,3,ENG,FRA,23,13,1,1,4,0,"Twickenham, London",N
24-Feb-13,Sun,2013,6N,3,SCO,IRE,12,8,0,1,4,1,"Murrayfield, Edinburgh",N
09-Mar-13,Sat,2013,6N,4,SCO,WAL,18,28,0,1,0,4,"Murrayfield, Edinburgh",N
09-Mar-13,Sat,2013,6N,4,IRE,FRA,13,13,1,1,2,2,"Lansdowne Rd, Dublin",N
10-Mar-13,Sun,2013,6N,4,ENG,ITA,18,11,0,1,4,1,"Twickenham, London",N
16-Mar-13,Sat,2013,6N,5,WAL,ENG,30,3,2,0,4,0,"Millennium Stadium, Cardiff",N
16-Mar-13,Sat,2013,6N,5,ITA,IRE,22,15,1,0,4,1,"Olympic Stadium, Rome",N
16-Mar-13,Sat,2013,6N,5,FRA,SCO,23,16,2,1,4,1,"Stade de France, Paris",N
01-Feb-14,Sat,2014,6N,1,WAL,ITA,23,15,2,2,4,0,"Millennium Stadium, Cardiff",N
01-Feb-14,Sat,2014,6N,1,FRA,ENG,26,24,3,2,4,1,"Stade de France, Paris",N
