Date,Close
2013-08-19,430.028
2013-08-20,429.914
2013-08-21,431.856
2013-08-22,434.032
2013-08-23,432.293
2013-08-26,430.396
2013-08-27,422.328
2013-08-28,421.533
2013-08-29,424.951
2013-08-30,420.714
2013-09-03,427.41
2013-09-04,432.999
2013-09-05,436.938
2013-09-06,436.948
2013-09-09,441.156
2013-09-10,441.464
2013-09-11,445.199
2013-09-12,443.645
2013-09-13,441.662
2013-09-16,441.012
2013-09-17,440.192
2013-09-18,448.741
2013-09-19,446.292
2013-09-20,448.637
2013-09-23,440.386
2013-09-24,440.555
2013-09-25,435.781
2013-09-26,436.248
2013-09-27,435.363
2013-09-30,435.125
2013-10-01,440.634
2013-10-02,441.126
2013-10-03,435.214
2013-10-04,433.356
2013-10-07,430.073
2013-10-08,424.077
2013-10-09,425.165
2013-10-10,431.315
2013-10-11,433.178
2013-10-14,435.224
2013-10-15,438.155
2013-10-16,446.113
2013-10-17,441.523
2013-10-18,502.437
2013-10-21,498.408
2013-10-22,500.246
2013-10-23,512.372
2013-10-24,509.461
2013-10-25,504.32
2013-10-28,504.221
2013-10-29,514.772
2013-10-30,511.881
2013-10-31,511.96
2013-11-01,510.202
2013-11-04,509.74
2013-11-05,507.459
2013-11-06,508.07
2013-11-07,500.718
2013-11-08,504.732
2013-11-11,502.03
2013-11-12,502.621
2013-11-13,512.899
2013-11-14,514.27
2013-11-15,513.441
2013-11-18,512.442
2013-11-19,509.288
2013-11-20,507.852
2013-11-21,513.694
2013-11-22,512.611
2013-11-25,519.586
2013-11-26,525.785
2013-11-27,528.12
2013-11-29,526.371
2013-12-02,523.833
2013-12-03,523.227
2013-12-04,525.671
2013-12-05,525.254
2013-12-06,531.478
2013-12-09,535.587
2013-12-10,538.825
2013-12-11,535.164
2013-12-12,531.523
2013-12-13,526.968
2013-12-16,533.023
2013-12-17,531.473
2013-12-18,538.87
2013-12-19,539.6
2013-12-20,546.754
2013-12-23,553.947
2013-12-24,552.328
2013-12-26,555.12
2013-12-27,555.586
2013-12-30,551.145
2013-12-31,556.734
2014-01-02,552.964
2014-01-03,548.93
2014-01-06,555.05
2014-01-07,565.75
2014-01-08,566.928
2014-01-09,561.468
2014-01-10,561.438
2014-01-13,557.862
2014-01-14,570.986
2014-01-15,570.599
2014-01-16,574.374
2014-01-17,571.548
2014-01-21,578.09
2014-01-22,578.746
2014-01-23,576.302
2014-01-24,558.284
2014-01-27,547.057
2014-01-28,557.877
2014-01-29,549.884
2014-01-30,564.027
2014-01-31,586.669
2014-02-03,563.053
2014-02-04,565.403
2014-02-05,567.906
2014-02-06,576.232
2014-02-07,584.916
2014-02-10,582.675
2014-02-11,591.245
2014-02-12,589.511
2014-02-13,596.073
2014-02-14,597.514
2014-02-18,601.528
2014-02-19,597.285
2014-02-20,598.164
2014-02-21,598.006
2014-02-24,602.337
2014-02-25,606.058
2014-02-26,606.143
2014-02-27,605.666
2014-02-28,603.897
2014-03-03,597.459
2014-03-04,603.53
2014-03-05,605.194
2014-03-06,605.864
2014-03-07,603.47
2014-03-10,601.87
2014-03-11,596.118
2014-03-12,599.749
2014-03-13,590.688
2014-03-14,582.611
2014-03-17,592.198
2014-03-18,601.716
2014-03-19,595.75
2014-03-20,594.712
2014-03-21,587.698
2014-03-24,575.224
2014-03-25,575.616
2014-03-26,562.328
2014-03-27,555.406
2014-03-28,556.928
2014-03-31,553.924
2014-04-01,564.059
2014-04-02,563.899
2014-04-03,566.624
2014-04-04,540.17
2014-04-07,535.207
2014-04-08,551.866
2014-04-09,561.055
2014-04-10,537.992
2014-04-11,527.698
2014-04-14,529.608
2014-04-15,533.506
2014-04-16,553.497
2014-04-17,533.168
2014-04-21,525.729
2014-04-22,531.885
2014-04-23,524.058
2014-04-24,522.288
2014-04-25,513.357
2014-04-28,514.322
2014-04-29,524.814
2014-04-30,523.78
2014-05-01,528.444
2014-05-02,525.043
2014-05-05,524.924
2014-05-06,512.323
2014-05-07,507.171
2014-05-08,508.206
2014-05-09,515.893
2014-05-12,527.022
2014-05-13,530.175
2014-05-14,523.77
2014-05-15,517.137
2014-05-16,517.783
2014-05-19,525.968
2014-05-20,526.873
2014-05-21,535.993
2014-05-22,542.079
2014-05-23,549.678
2014-05-27,562.855
2014-05-28,558.608
2014-05-29,557.017
2014-05-30,556.828
2014-06-02,550.901
2014-06-03,541.96
2014-06-04,541.682
2014-06-05,550.871
2014-06-06,553.288
2014-06-09,559.046
2014-06-10,557.485
2014-06-11,555.784
2014-06-12,548.335
2014-06-13,548.743
2014-06-16,541.304
2014-06-17,540.041
2014-06-18,550.344
2014-06-19,551.866
2014-06-20,553.318
2014-06-23,561.861
2014-06-24,561.532
2014-06-25,575.486
2014-06-26,572.85
2014-06-27,574.083
2014-06-30,572.134
2014-07-01,579.484
2014-07-02,579.151
2014-07-03,581.532
2014-07-07,579.066
2014-07-08,567.967
2014-07-09,572.93
2014-07-10,567.977
2014-07-11,576.013
2014-07-14,581.672
2014-07-15,581.582
2014-07-16,579.474
2014-07-17,570.593
2014-07-18,591.826
2014-07-21,586.247
2014-07-22,591.488
2014-07-23,592.721
2014-07-24,590.105
2014-07-25,585.799
2014-07-28,587.37
2014-07-29,582.408
2014-07-30,584.208
2014-07-31,568.474
2014-08-01,562.974
2014-08-04,570.016
2014-08-05,561.98
2014-08-06,563.277
2014-08-07,560.279
2014-08-08,565.66
2014-08-11,564.775
2014-08-12,559.653
2014-08-13,571.637
2014-08-14,571.508
2014-08-15,570.344
2014-08-18,578.977
2014-08-19,583.651
2014-08-20,581.294
2014-08-21,580.18
2014-08-22,579.374
2014-08-25,577.027
2014-08-26,574.7
2014-08-27,567.878
2014-08-28,566.087
2014-08-29,568.474
2014-09-02,574.173
2014-09-03,574.78
2014-09-04,578.797
2014-09-05,582.875
2014-09-08,586.495
2014-09-09,577.833
2014-09-10,579.911
2014-09-11,578.171
2014-09-12,572.472
2014-09-15,569.966
2014-09-16,576.779
2014-09-17,581.572
2014-09-18,586.048
2014-09-19,592.82
2014-09-22,584.158
2014-09-23,577.952
2014-09-24,584.775
2014-09-25,571.915
2014-09-26,573.944
2014-09-29,573.208
2014-09-30,574.203
2014-10-01,565.162
2014-10-02,566.963
2014-10-03,572.134
2014-10-06,574.193
2014-10-07,560.657
2014-10-08,569.369
2014-10-09,557.813
2014-10-10,541.512
2014-10-13,530.294
2014-10-14,534.998
2014-10-15,527.132
2014-10-16,521.642
2014-10-17,508.375
2014-10-20,517.992
2014-10-21,523.661
2014-10-22,529.797
2014-10-23,541.005
2014-10-24,536.828
2014-10-27,537.813
2014-10-28,545.898
2014-10-29,546.326
2014-10-30,547.301
2014-10-31,556.023
2014-11-03,552.184
2014-11-04,551.08
2014-11-05,542.935
2014-11-06,539.076
2014-11-07,538.052
2014-11-10,544.496
2014-11-11,547.281
2014-11-12,544.317
2014-11-13,542.398
2014-11-14,541.423
2014-11-17,533.576
2014-11-18,532.104
2014-11-19,534.053
2014-11-20,531.905
2014-11-21,534.561
2014-11-24,536.321
2014-11-25,538.121
2014-11-26,537.415
2014-11-28,538.867
2014-12-01,530.881
2014-12-02,530.831
2014-12-03,528.414
2014-12-04,534.372
2014-12-05,522.388
2014-12-08,524.098
2014-12-09,530.453
2014-12-10,523.183
2014-12-11,525.451
2014-12-12,515.824
2014-12-15,510.99
2014-12-16,492.681
2014-12-17,502.129
2014-12-18,508.305
2014-12-19,513.526
2014-12-22,522.0
2014-12-23,527.688
2014-12-24,525.878
2014-12-26,531.11
2014-12-29,527.43
2014-12-30,527.519
2014-12-31,523.521
2015-01-02,521.938
2015-01-05,511.058
2015-01-06,499.213
2015-01-07,498.358
2015-01-08,499.929
2015-01-09,493.454
2015-01-12,489.854
2015-01-13,493.464
2015-01-14,498.129
2015-01-15,499.044
2015-01-16,505.299
2015-01-20,504.126
2015-01-21,515.205
2015-01-22,531.465
2015-01-23,536.995
2015-01-26,532.281
2015-01-27,515.792
2015-01-28,507.209
2015-01-29,507.865
2015-01-30,531.595
2015-02-02,525.588
2015-02-03,526.344
2015-02-04,519.899
2015-02-05,524.693
2015-02-06,528.094
2015-02-09,524.941
2015-02-10,534.001
2015-02-11,533.037
2015-02-12,539.959
2015-02-13,546.005
2015-02-17,539.869
2015-02-18,536.746
2015-02-19,539.901
2015-02-20,536.0
2015-02-23,528.999
2015-02-24,533.156
2015-02-25,540.893
2015-02-26,552.44
2015-02-27,555.344
2015-03-02,568.213
2015-03-03,570.5
2015-03-04,570.232
2015-03-05,572.181
2015-03-06,564.578
2015-03-09,565.737
2015-03-10,551.972
2015-03-11,548.163
2015-03-12,552.47
2015-03-13,544.325
2015-03-16,551.475
2015-03-17,547.825
2015-03-18,556.438
2015-03-19,554.936
2015-03-20,557.293
2015-03-23,555.752
2015-03-24,567.069
2015-03-25,555.727
2015-03-26,552.132
2015-03-27,545.339
2015-03-30,549.009
2015-03-31,545.001
2015-04-01,539.591
2015-04-02,532.599
2015-04-06,533.827
2015-04-07,534.081
2015-04-08,538.646
2015-04-09,537.82
2015-04-10,537.055
2015-04-13,536.219
2015-04-14,527.487
2015-04-15,529.618
2015-04-16,530.879
2015-04-17,521.182
2015-04-20,532.45
2015-04-21,531.05
2015-04-22,536.413
2015-04-23,544.006
2015-04-24,561.967
2015-04-27,555.37
2015-04-28,553.68
2015-04-29,549.08
2015-04-30,537.34
2015-05-01,537.9
2015-05-04,540.78
2015-05-05,530.8
2015-05-06,524.22
2015-05-07,530.7
2015-05-08,538.22
2015-05-11,535.7
2015-05-12,529.04
2015-05-13,529.62
2015-05-14,538.4
2015-05-15,533.85
2015-05-18,532.3
2015-05-19,537.36
2015-05-20,539.27
2015-05-21,542.51
2015-05-22,540.11
2015-05-26,532.32
2015-05-27,539.79
2015-05-28,539.78
2015-05-29,532.11
2015-06-01,533.99
2015-06-02,539.18
2015-06-03,540.31
2015-06-04,536.7
2015-06-05,533.33
2015-06-08,526.83
2015-06-09,526.69
2015-06-10,536.69
2015-06-11,534.61
2015-06-12,532.33
2015-06-15,527.2
2015-06-16,528.15
2015-06-17,529.26
2015-06-18,536.73
2015-06-19,536.69
2015-06-22,538.19
2015-06-23,540.48
2015-06-24,537.84
2015-06-25,535.23
2015-06-26,531.69
2015-06-29,521.52
2015-06-30,520.51
2015-07-01,521.84
2015-07-02,523.4
2015-07-06,522.86
2015-07-07,525.02
2015-07-08,516.83
2015-07-09,520.68
2015-07-10,530.13
2015-07-13,546.55
2015-07-14,561.1
2015-07-15,560.22
2015-07-16,579.85
2015-07-17,672.93
2015-07-20,663.02
2015-07-21,662.3
2015-07-22,662.1
2015-07-23,644.28
2015-07-24,623.56
2015-07-27,627.26
2015-07-28,628.0
2015-07-29,631.93
2015-07-30,632.59
2015-07-31,625.61
2015-08-03,631.21
2015-08-04,629.25
2015-08-05,643.78
2015-08-06,642.68
2015-08-07,635.3
2015-08-10,633.73
2015-08-11,660.78
2015-08-12,659.56
2015-08-13,656.45
2015-08-14,657.12
2015-08-17,660.87
2015-08-18,656.13
2015-08-19,660.9
2015-08-20,646.83
2015-08-21,612.48
2015-08-24,589.61
2015-08-25,582.06
2015-08-26,628.62
2015-08-27,637.61
2015-08-28,630.38
2015-08-31,618.25
2015-09-01,597.79
2015-09-02,614.34
2015-09-03,606.25
2015-09-04,600.7
2015-09-08,614.66
2015-09-09,612.72
2015-09-10,621.35
2015-09-11,625.77
2015-09-14,623.24
2015-09-15,635.14
2015-09-16,635.98
2015-09-17,642.9
2015-09-18,629.25
2015-09-21,635.44
2015-09-22,622.69
2015-09-23,622.36
2015-09-24,625.8
2015-09-25,611.97
2015-09-28,594.89
2015-09-29,594.97
2015-09-30,608.42
2015-10-01,611.29
2015-10-02,626.91
2015-10-05,641.47
2015-10-06,645.44
2015-10-07,642.36
2015-10-08,639.16
2015-10-09,643.61
2015-10-12,646.67
2015-10-13,652.3
2015-10-14,651.16
2015-10-15,661.74
2015-10-16,662.2
2015-10-19,666.1
2015-10-20,650.28
2015-10-21,642.61
2015-10-22,651.79
2015-10-23,702.0
2015-10-26,712.78
2015-10-27,708.49
2015-10-28,712.95
2015-10-29,716.92
2015-10-30,710.81
2015-11-02,721.11
2015-11-03,722.16
2015-11-04,728.11
2015-11-05,731.25
2015-11-06,733.76
2015-11-09,724.89
2015-11-10,728.32
2015-11-11,735.4
2015-11-12,731.23
2015-11-13,717.0
2015-11-16,728.96
2015-11-17,725.3
2015-11-18,740.0
2015-11-19,738.41
2015-11-20,756.6
2015-11-23,755.98
2015-11-24,748.28
2015-11-25,748.15
2015-11-27,750.26
2015-11-30,742.6
2015-12-01,767.04
2015-12-02,762.38
2015-12-03,752.54
2015-12-04,766.81
2015-12-07,763.25
2015-12-08,762.37
2015-12-09,751.61
2015-12-10,749.46
2015-12-11,738.87
2015-12-14,747.77
2015-12-15,743.4
2015-12-16,758.09
2015-12-17,749.43
2015-12-18,739.31
2015-12-21,747.77
2015-12-22,750.0
2015-12-23,750.31
2015-12-24,748.4
2015-12-28,762.51
2015-12-29,776.6
2015-12-30,771.0
2015-12-31,758.88
2016-01-04,741.84
2016-01-05,742.58
2016-01-06,743.62
2016-01-07,726.39
2016-01-08,714.47
2016-01-11,716.03
2016-01-12,726.07
2016-01-13,700.56
2016-01-14,714.72
2016-01-15,694.45
2016-01-19,701.79
2016-01-20,698.45
2016-01-21,706.59
2016-01-22,725.25
2016-01-25,711.67
2016-01-26,713.04
2016-01-27,699.99
2016-01-28,730.96
2016-01-29,742.95
2016-02-01,752.0
2016-02-02,764.65
2016-02-03,726.95
2016-02-04,708.01
2016-02-05,683.57
2016-02-08,682.74
2016-02-09,678.11
2016-02-10,684.12
2016-02-11,683.11
2016-02-12,682.4
2016-02-16,691.0
2016-02-17,708.4
2016-02-18,697.35
2016-02-19,700.91
2016-02-22,706.46
2016-02-23,695.85
2016-02-24,699.56
2016-02-25,705.75
2016-02-26,705.07
2016-02-29,697.77
2016-03-01,718.81
2016-03-02,718.85
2016-03-03,712.42
2016-03-04,710.89
2016-03-07,695.16
2016-03-08,693.97
2016-03-09,705.24
2016-03-10,712.82
2016-03-11,726.82
2016-03-14,730.49
2016-03-15,728.33
2016-03-16,736.09
2016-03-17,737.78
2016-03-18,737.6
2016-03-21,742.09
2016-03-22,740.75
2016-03-23,738.06
2016-03-24,735.3
2016-03-28,733.53
2016-03-29,744.77
2016-03-30,750.53
2016-03-31,744.95
2016-04-01,749.91
2016-04-04,745.29
2016-04-05,737.8
2016-04-06,745.69
2016-04-07,740.28
2016-04-08,739.15
2016-04-11,736.1
2016-04-12,743.09
2016-04-13,751.72
2016-04-14,753.2
2016-04-15,759.0
2016-04-18,766.61
2016-04-19,753.93
2016-04-20,752.67
2016-04-21,759.14
2016-04-22,718.77
2016-04-25,723.15
2016-04-26,708.14
2016-04-27,705.84
2016-04-28,691.02
2016-04-29,693.01
2016-05-02,698.21
2016-05-03,692.36
2016-05-04,695.7
2016-05-05,701.43
2016-05-06,711.12
2016-05-09,712.9
2016-05-10,723.18
2016-05-11,715.29
2016-05-12,713.31
2016-05-13,710.83
2016-05-16,716.49
2016-05-17,706.23
2016-05-18,706.63
2016-05-19,700.32
2016-05-20,709.74
2016-05-23,704.24
2016-05-24,720.09
2016-05-25,725.27
2016-05-26,724.12
2016-05-27,732.66
2016-05-31,735.72
2016-06-01,734.15
2016-06-02,730.4
2016-06-03,722.34
2016-06-06,716.55
2016-06-07,716.65
2016-06-08,728.28
2016-06-09,728.58
2016-06-10,719.41
2016-06-13,718.36
2016-06-14,718.27
2016-06-15,718.92
2016-06-16,710.36
2016-06-17,691.72
2016-06-20,693.71
2016-06-21,695.94
2016-06-22,697.46
2016-06-23,701.87
2016-06-24,675.22
2016-06-27,668.26
2016-06-28,680.04
2016-06-29,684.11
2016-06-30,692.1
2016-07-01,699.21
2016-07-05,694.95
2016-07-06,697.77
2016-07-07,695.36
2016-07-08,705.63
2016-07-11,715.09
2016-07-12,720.64
2016-07-13,716.98
2016-07-14,720.95
2016-07-15,719.85
2016-07-18,733.78
2016-07-19,736.96
2016-07-20,741.19
2016-07-21,738.63
2016-07-22,742.74
2016-07-25,739.77
2016-07-26,738.42
2016-07-27,741.77
2016-07-28,745.91
2016-07-29,768.79
2016-08-01,772.88
2016-08-02,771.07
2016-08-03,773.18
2016-08-04,771.61
2016-08-05,782.22
2016-08-08,781.76
2016-08-09,784.26
2016-08-10,784.68
2016-08-11,784.85
2016-08-12,783.22
2016-08-15,782.44
2016-08-16,777.14
2016-08-17,779.91
2016-08-18,777.5
2016-08-19,775.42
2016-08-22,772.15
2016-08-23,772.08
2016-08-24,769.64
2016-08-25,769.41
2016-08-26,769.54
2016-08-29,772.15
2016-08-30,769.09
2016-08-31,767.05
2016-09-01,768.78
2016-09-02,771.46
2016-09-06,780.08
2016-09-07,780.35
2016-09-08,775.32
2016-09-09,759.66
2016-09-12,769.02
2016-09-13,759.69
2016-09-14,762.49
2016-09-15,771.76
2016-09-16,768.88
2016-09-19,765.7
2016-09-20,771.41
2016-09-21,776.22
2016-09-22,787.21
2016-09-23,786.9
2016-09-26,774.21
2016-09-27,783.01
2016-09-28,781.56
2016-09-29,775.01
2016-09-30,777.29
2016-10-03,772.56
2016-10-04,776.43
2016-10-05,776.47
2016-10-06,776.86
2016-10-07,775.08
2016-10-10,785.94
2016-10-11,783.07
2016-10-12,786.14
2016-10-13,778.19
2016-10-14,778.53
2016-10-17,779.96
2016-10-18,795.26
2016-10-19,801.5
2016-10-20,796.97
2016-10-21,799.37
2016-10-24,813.11
2016-10-25,807.67
2016-10-26,799.07
2016-10-27,795.35
2016-10-28,795.37
2016-10-31,784.54
2016-11-01,783.61
2016-11-02,768.7
2016-11-03,762.13
2016-11-04,762.02
2016-11-07,782.52
2016-11-08,790.51
2016-11-09,785.31
2016-11-10,762.56
2016-11-11,754.02
2016-11-14,736.08
2016-11-15,758.49
2016-11-16,764.48
2016-11-17,771.23
2016-11-18,760.54
2016-11-21,769.2
2016-11-22,768.27
2016-11-23,760.99
2016-11-25,761.68
2016-11-28,768.24
2016-11-29,770.84
2016-11-30,758.04
2016-12-01,747.92
2016-12-02,750.5
2016-12-05,762.52
2016-12-06,759.11
2016-12-07,771.19
2016-12-08,776.42
2016-12-09,789.29
2016-12-12,789.27
2016-12-13,796.1
2016-12-14,797.07
2016-12-15,797.85
2016-12-16,790.8
2016-12-19,794.2
2016-12-20,796.42
2016-12-21,794.56
2016-12-22,791.26
2016-12-23,789.91
2016-12-27,791.55
2016-12-28,785.05
2016-12-29,782.79
2016-12-30,771.82
2017-01-03,786.14
2017-01-04,786.9
2017-01-05,794.02
2017-01-06,806.15
2017-01-09,806.65
2017-01-10,804.79
2017-01-11,807.91
2017-01-12,806.36
2017-01-13,807.88
2017-01-17,804.61
2017-01-18,806.07
2017-01-19,802.175
2017-01-20,805.02
2017-01-23,819.31
2017-01-24,823.87
2017-01-25,835.67
2017-01-26,832.15
2017-01-27,823.31
2017-01-30,802.32
2017-01-31,796.79
2017-02-01,795.695
2017-02-02,798.53
2017-02-03,801.49
2017-02-06,801.34
2017-02-07,806.97
2017-02-08,808.38
2017-02-09,809.56
2017-02-10,813.67
2017-02-13,819.24
2017-02-14,820.45
2017-02-15,818.98
2017-02-16,824.16
2017-02-17,828.07
2017-02-21,831.66
2017-02-22,830.76
2017-02-23,831.33
2017-02-24,828.64
2017-02-27,829.28
2017-02-28,823.21
2017-03-01,835.24
2017-03-02,830.63
2017-03-03,829.08
2017-03-06,827.78
2017-03-07,831.91
2017-03-08,835.37
2017-03-09,838.68
2017-03-10,843.25
2017-03-13,845.54
2017-03-14,845.62
2017-03-15,847.2
2017-03-16,848.78
2017-03-17,852.12
2017-03-20,848.4
2017-03-21,830.46
2017-03-22,829.59
2017-03-23,817.58
2017-03-24,814.43
2017-03-27,819.51
2017-03-28,820.92
2017-03-29,831.41
2017-03-30,831.5
2017-03-31,829.56
2017-04-03,838.55
2017-04-04,834.57
2017-04-05,831.41
2017-04-06,827.88
2017-04-07,824.67
2017-04-10,824.73
2017-04-11,823.35
2017-04-12,824.32
2017-04-13,823.56
2017-04-17,837.17
2017-04-18,836.82
2017-04-19,838.21
2017-04-20,841.65
2017-04-21,843.19
2017-04-24,862.76
2017-04-25,872.3
2017-04-26,871.73
2017-04-27,874.25
2017-04-28,905.96
2017-05-01,912.57
2017-05-02,916.44
2017-05-03,927.04
2017-05-04,931.66
2017-05-05,927.13
2017-05-08,934.3
2017-05-09,932.17
2017-05-10,928.78
2017-05-11,930.6
2017-05-12,932.22
2017-05-15,937.08
2017-05-16,943.0
2017-05-17,919.62
2017-05-18,930.24
2017-05-19,934.01
2017-05-22,941.86
2017-05-23,948.82
2017-05-24,954.96
2017-05-25,969.54
2017-05-26,971.47
2017-05-30,975.88
2017-05-31,964.86
2017-06-01,966.95
2017-06-02,975.6
2017-06-05,983.68
2017-06-06,976.57
2017-06-07,980.94
2017-06-08,983.41
2017-06-09,949.83
2017-06-12,942.9
2017-06-13,953.4
2017-06-14,950.76
2017-06-15,942.31
2017-06-16,939.78
2017-06-19,957.37
2017-06-20,950.63
2017-06-21,959.45
2017-06-22,957.09
2017-06-23,965.59
2017-06-26,952.27
2017-06-27,927.33
2017-06-28,940.49
2017-06-29,917.79
2017-06-30,908.73
2017-07-03,898.7
2017-07-05,911.71
2017-07-06,906.69
2017-07-07,918.59
2017-07-10,928.8
2017-07-11,930.09
2017-07-12,943.83
2017-07-13,947.16
2017-07-14,955.99
2017-07-17,953.42
2017-07-18,965.4
2017-07-19,970.89
2017-07-20,968.15
2017-07-21,972.92
2017-07-24,980.34
2017-07-25,950.7
2017-07-26,947.8
2017-07-27,934.09
2017-07-28,941.53
2017-07-31,930.5
2017-08-01,930.83
2017-08-02,930.39
2017-08-03,923.65
2017-08-04,927.96
2017-08-07,929.36
2017-08-08,926.79
2017-08-09,922.9
2017-08-10,907.24
2017-08-11,914.39
2017-08-14,922.67
2017-08-15,922.22
2017-08-16,926.96
2017-08-17,910.98
2017-08-18,910.67
2017-08-21,906.66
2017-08-22,924.69
2017-08-23,927.0
2017-08-24,921.28
2017-08-25,915.89
2017-08-28,913.81
2017-08-29,921.29
2017-08-30,929.57
2017-08-31,939.33
2017-09-01,937.34
2017-09-05,928.45
2017-09-06,927.81
2017-09-07,935.95
2017-09-08,926.5
2017-09-11,929.08
2017-09-12,932.07
2017-09-13,935.09
2017-09-14,925.11
2017-09-15,920.29
2017-09-18,915.0
2017-09-19,921.81
2017-09-20,931.58
2017-09-21,932.45
2017-09-22,928.53
2017-09-25,920.97
2017-09-26,924.86
2017-09-27,944.49
2017-09-28,949.5
2017-09-29,959.11
2017-10-02,953.27
2017-10-03,957.79
2017-10-04,951.68
2017-10-05,969.96
2017-10-06,978.89
2017-10-09,977.0
2017-10-10,972.6
2017-10-11,989.25
2017-10-12,987.83
2017-10-13,989.68
2017-10-16,992.0
2017-10-17,992.18
2017-10-18,992.81
2017-10-19,984.45
2017-10-20,988.2
2017-10-23,968.45
2017-10-24,970.54
2017-10-25,973.33
2017-10-26,972.56
2017-10-27,1019.27
2017-10-30,1017.11
2017-10-31,1016.64
2017-11-01,1025.5
2017-11-02,1025.58
2017-11-03,1032.48
2017-11-06,1025.9
2017-11-07,1033.33
2017-11-08,1039.85
2017-11-09,1031.26
2017-11-10,1028.07
2017-11-13,1025.75
2017-11-14,1026.0
2017-11-15,1020.91
2017-11-16,1032.5
2017-11-17,1019.09
2017-11-20,1018.38
2017-11-21,1034.49
2017-11-22,1035.96
2017-11-24,1040.61
2017-11-27,1054.21
2017-11-28,1047.41
2017-11-29,1021.66
2017-11-30,1021.41
2017-12-01,1010.17
2017-12-04,998.68
2017-12-05,1005.15
2017-12-06,1018.38
2017-12-07,1030.93
2017-12-08,1037.05
2017-12-11,1041.1
2017-12-12,1040.48
2017-12-13,1040.61
2017-12-14,1049.15
2017-12-15,1064.19
2017-12-18,1077.14
2017-12-19,1070.68
2017-12-20,1064.95
2017-12-21,1063.63
2017-12-22,1060.12
2017-12-26,1056.74
2017-12-27,1049.37
2017-12-28,1048.14
2017-12-29,1046.4
